mat,E,yield,uts,d_o,t,L,rider,F_ax,F_tr,sa,sb,svm,delta,SF,Nf,label
Steel,210000,250,400,25.501577834411016,2.494439069509359,347.69536405112024,66.04375229100421,329.39405471226786,422.48519474145354,1.8269656062356725,155.18562653975212,268.7955986561771,2.335455993893068,0.9300747528972042,117924378.28817351,Failure
Steel,210000,250,400,42.272743017636714,1.045320237434915,255.64680849898394,72.03915043013832,444.72388183430536,172.96372462253126,3.2847705158028795,32.469748588722275,56.335099516961755,0.15936343909821402,4.437730689101353,706967674582988.2,Safe
Chromoly,210000,450,650,26.881046617532014,1.809472528368003,438.7377791869179,101.73040831600632,951.9139965379685,157.0412438874351,6.679043075489769,82.26629818551767,142.6458589228926,1.8701450528966355,3.154665711279064,63521957438.200165,Safe
Al6061,69000,150,310,33.10378458419174,2.4544179882630566,665.0711168748725,85.51335567135087,528.6650256250635,60.910422009368055,2.236972671730867,24.008124423639067,41.643416787733386,1.0183714303317932,3.6020099110643695,1.462059956574276e+16,Safe
Chromoly,210000,450,650,26.177743739187143,2.03927602506663,465.8862070429769,63.82581480614942,550.4444317892551,216.97135131241018,3.5594090361319326,116.6355115569155,202.0499865407484,3.0700661887346405,2.227171640564531,2031630082.3370478,Safe
Chromoly,210000,450,650,30.50613826387956,1.9594534404448138,392.0709371749537,57.80937371817317,159.34273536727596,545.2681228773997,0.9067587747559491,181.31292063696114,314.0444996830712,2.9004158327272536,1.4329179477880778,25683237.433096644,Risk
Chromoly,210000,450,650,33.69640963380891,1.795249359285138,688.9045126656006,102.77746708968328,860.527029989313,792.5183396353619,4.7828128165711625,400.63111870407977,693.9299353109691,17.913009494226905,0.6484804547282467,8719.245611352842,Failure
Steel,210000,250,400,20.381224495901556,2.722385957165857,339.8837743018339,56.56297728053228,313.3613683540669,393.35724188072413,2.0748358853848288,226.05844036019997,391.55020153003306,4.067623662618538,0.6384877316448636,2723998.460435268,Failure
Al6061,69000,150,310,29.911817428502733,1.02825838396388,355.9015703197749,57.592832550034814,352.5387108469431,82.31896003994193,3.778365560093797,44.97573390952863,77.99183270322524,0.6046230672455911,1.9232783074963817,26119158148131.46,Risk
Chromoly,210000,450,650,28.31932328425478,2.2401162646797834,314.44173818885804,56.197254209861356,519.5001606531042,57.7618045226898,2.830550270525352,16.361671292432348,28.480254164574895,0.1813487702746189,15.800420789774115,6.962574858131421e+17,Safe
Steel,210000,250,400,38.06435933458888,1.501106325708476,652.7696110418384,66.72485426819338,479.6767574589865,376.089256228286,2.781906440470518,161.8833434614556,280.4039758530937,5.752981049491181,0.8915708104330781,75451635.557568,Failure
Chromoly,210000,450,650,44.932928816016215,2.7809726831195025,319.75571355335455,95.89077959165647,436.07247746936656,146.2080309455094,1.18411626883917,12.785809109129103,22.17730540582863,0.09236119886930269,20.291013347443517,8.410058277989125e+18,Safe
Chromoly,210000,450,650,23.87817921347772,1.1605283561132782,231.0000880653246,76.01538304674438,128.09143165796874,407.1245597790364,1.5465039370622173,209.59111518112513,363.02575440735654,1.4869124511367675,1.2395814746935236,5969337.16335418,Risk
Chromoly,210000,450,650,22.850884622881065,2.111225132650926,525.2674965036484,94.19773684285143,535.228055979529,832.4195631026503,3.8909247248777636,668.5275315382377,1157.9301881240692,25.62517152156284,0.3886244651148033,52.811909844827355,Failure
Steel,210000,250,400,44.547847644745694,2.444224970773055,227.7516305168702,108.67956892395281,253.00310087982743,426.4144237610508,0.7825558273067718,30.093277993080257,52.12896061431954,0.11123852133458688,4.795798670333096,1609904875441874.2,Safe
Chromoly,210000,450,650,25.957402170752868,2.330562830384685,258.51228484487694,107.4658390237216,505.73624933150535,485.53533058421397,2.9235314277635194,133.65660699046705,231.51849345704898,1.092398322498775,1.9436892201593539,525434011.0393736,Risk
Steel,210000,250,400,27.735444156602348,2.6591081646602346,227.64728521191012,57.84493231454075,190.40005240368296,152.975849002085,0.9089021006479657,29.003214436681944,50.243262692713635,0.1720384043268211,4.975791511172212,2320914577928971.5,Safe
Chromoly,210000,450,650,38.966878372750614,1.6684791811739716,209.1486318951682,77.85220127481197,206.57817853525455,423.1138774375353,1.0566315796376382,50.612580321303376,87.66992831430994,0.18036919433331375,5.132888878232933,8919687327521.592,Safe
Al6061,69000,150,310,39.89539367664285,1.3864692509446717,496.25365778783544,100.77011337491479,946.4414092267268,431.4791584285993,5.642508602308367,137.19535499823897,237.69630666589157,2.6885216669167646,0.631057344154874,352232108.48466176,Failure
Steel,210000,250,400,36.025151410671825,2.187152720454604,398.62980471609774,90.60853942079214,193.359892866086,11.591914940336673,0.8316349749769023,2.4907901975448077,4.39360036372913,0.0348787018892294,56.900942121146635,1.0655890758795528e+26,Safe
Steel,210000,250,400,28.792673614268153,2.3700542352956093,372.0812768582116,66.80507229191436,180.12749380254309,474.62481444143697,0.9155793325545022,146.89744771343874,254.43549029111801,2.242318684934358,0.982567328614247,208884073.30963516,Failure
Chromoly,210000,450,650,39.486823754426766,2.3993699838145357,209.3600074818143,85.32298238480769,785.5105629106735,438.0913435995723,2.8098162334481613,37.51703637854961,65.04213344559044,0.1322066253019283,6.918592244155668,173340643586707.56,Safe
Chromoly,210000,450,650,27.06160079318396,2.2507173695615306,448.72661967817896,79.88267235183226,548.6430519724922,349.5250079310518,3.1273523896682733,155.92536624759973,270.08876291196106,3.6831245344231767,1.6661189275271084,112172547.5815911,Risk
Al6061,69000,150,310,42.58874509619899,1.3268425716429388,509.8430934688676,72.01047457106975,260.88763643116914,161.19508680277707,1.5168232584275907,47.76142882034898,82.73912618393486,0.9254330265387962,1.8129270505774924,15414335301298.447,Risk
Steel,210000,250,400,34.74604147412297,1.8988751221369997,307.496958326806,106.40315621548469,805.1282063407541,833.8893098566522,4.108855368454043,168.00630782084744,291.0244682070889,1.4514141361650337,0.8590342988689994,50338710.319770575,Failure
Steel,210000,250,400,38.40023557007807,1.0336390106217481,632.283021734746,55.10445221473894,327.49262328547115,260.3621936334011,2.6989771924584103,149.13574110079054,258.32478065205333,4.92901721107547,0.9677739757252857,171703659.27060947,Failure
Chromoly,210000,450,650,31.94920335039256,2.770357562015967,369.1475165997889,97.86159636823949,754.2984304539201,541.2137337539879,2.970225325641741,117.03113260093743,202.72562796069883,1.5846403961990316,2.2197489509675545,1981960594.8674428,Safe
Chromoly,210000,450,650,33.15191292587657,1.5133166856404572,215.1209685510111,68.73546665012421,142.98908286891708,533.8461839402453,0.9506178854978568,100.91220575941576,174.78765256177627,0.4471878974924233,2.574552569386752,8999261049.391487,Safe
Chromoly,210000,450,650,44.087736364879085,1.7366096480223803,312.1265527584686,75.57707170399158,370.8963067226339,726.8924529416495,1.6052233102775892,96.3833604088551,166.9485945822415,0.6761376827279624,2.695440480502655,14100706420.090075,Safe
Steel,210000,250,400,38.62369814682558,1.2025655545694003,441.6173341389847,107.57256146844645,945.1363187786461,815.49319552728,6.685269071308859,280.7518383625975,486.3224003215254,4.500392830201531,0.5140622760430446,277700.1564294117,Failure
Chromoly,210000,450,650,35.29186946616894,2.056749602143558,606.1084489892442,65.54923156200097,226.55922918296827,274.33105270417127,1.0550018333626954,98.57728804228091,170.7441307400663,3.257559253655264,2.6355225099073016,11354726199.13011,Safe
Chromoly,210000,450,650,27.560211707465655,2.4862072060803744,363.51284780277075,92.12091295689343,223.34329506275813,728.8931403656729,1.1404126500191654,234.9194039999905,406.8939415476035,3.5757349309954085,1.1059392978141784,1919485.2989561828,Risk
Al6061,69000,150,310,34.67422909762784,2.7599844307913743,306.4934560069714,97.02277742967836,630.3605182411957,279.0661418672474,2.2779696251633546,41.77812431697946,72.39768062547404,0.3593138703399334,2.071889578562281,57342889846737.72,Safe
Al6061,69000,150,310,22.45258685009988,2.221556630467979,347.7835242193671,87.18500134596528,514.4314070903221,350.00434087397025,3.6433610853524483,186.91411963055938,323.76525204505725,3.1965623420956852,0.463298637060425,17070055.293602407,Failure
Steel,210000,250,400,35.614512946302554,1.4316642762234628,423.9014570943737,108.95136810350336,1035.4555331545023,904.7604296419663,6.73491532364723,303.6047356504881,525.9019543723193,4.862961116046442,0.47537378007728254,126814.40054993176,Failure
Al6061,69000,150,310,37.708564864132825,2.258382908167259,205.99689773432655,105.98452751771224,332.824966685483,325.85266777291497,1.3232746035342438,31.902161700969184,55.27200755591128,0.11397009603275547,2.7138511270513397,877446781986472.4,Safe
Al6061,69000,150,310,40.44230525434081,1.6349528609743014,321.8336986222448,77.4479841336335,424.8789791969444,220.4814770638441,2.131552935167752,38.170883122359804,66.14826129943235,0.3103478806183339,2.2676332990975716,142138848580794.94,Safe
Chromoly,210000,450,650,39.79178337759314,2.473283505816653,662.1755888468431,62.28569172693616,572.8489510655559,397.91760452525864,1.975568853928316,103.39987191416371,179.1047274861638,3.6171154955864933,2.512496494738049,6943528473.7657,Safe
Al6061,69000,150,310,43.681831049462005,2.926465548489289,228.1495117127102,70.84755060477423,691.5881021821878,412.56949135756446,1.8457353602237254,26.290347243125325,45.57360873918481,0.09945440442571575,3.291378588394031,5971750615224864.0,Safe
Chromoly,210000,450,650,31.648221518928636,2.761578254845202,369.3797465030944,72.04373357897805,610.2514832831016,257.95769498642744,2.4350312467259796,57.15855189070026,99.03145732492355,0.7822895191095782,4.544010682621219,2587543899774.161,Safe
Al6061,69000,150,310,35.375760074978736,1.3247565201019607,693.0849521704959,71.30992383975673,590.009505475369,355.3684842818403,4.163352223039818,211.78666497227934,366.84888971070166,9.12967289541261,0.4088877033764244,4811629.673137109,Failure
Chromoly,210000,450,650,32.13226133532339,1.985424571362943,583.844734170086,87.5057347637282,857.4326108028959,169.17622998153058,4.559896472836929,73.96561457436906,128.19332694776017,2.4909944560807618,3.510323124567776,190163514108.67215,Safe
Chromoly,210000,450,650,36.6173720859711,1.9412650886415517,383.74556982702086,66.95601310048724,630.5965028614519,373.03018374886216,2.98185490074235,82.19583496047771,142.39858606460723,1.0493946218220398,3.160143737633967,67847355024.62015,Safe
Steel,210000,250,400,37.24668917253564,1.8196491293770078,491.41975535576756,95.03196527349762,416.3576569413517,634.9267030223201,2.0558629550470062,182.40531855948154,315.94196822968576,3.754434150228583,0.7912845558341689,23294115.229903344,Failure
Chromoly,210000,450,650,27.976598950447965,2.913794445658357,499.65025673297805,97.75517408459751,624.5124438765976,720.3536521015471,2.72209104045977,275.76443549220454,477.64576981968054,7.8120500060526625,0.9421207690583813,377043.7335949478,Failure
Al6061,69000,150,310,31.600246174809318,1.0642463870964756,446.9723845069347,70.31757227097297,426.3455602396367,499.57300115925665,4.175971669544792,296.12454941686246,512.9197647209593,5.94339749266369,0.29244340015168574,168404.99863095183,Failure
Chromoly,210000,450,650,38.975156590370624,2.820365282875893,323.2654457600447,75.51710191446938,75.13979310047287,554.7941165268662,0.23455727257830025,66.36687923466862,114.95104608119661,0.5648999593041641,3.9147099164468573,601061028859.1309,Safe
Al6061,69000,150,310,35.715831480397384,1.4296196488719124,324.95128767341873,66.96307504531083,2.022756640208602,384.0489437096196,0.01313571600102517,98.32009456369194,170.29539969590198,0.922799803105998,0.8808223843266251,11841128537.715887,Failure
Steel,210000,250,400,40.45113122083288,2.569390113561811,432.7322798369605,64.8642834568268,615.8294563416165,82.8473484072112,2.0139589079683096,13.159078688640115,22.880998367301462,0.19338502657416146,10.92609666706097,6.106939914291976e+18,Safe
Chromoly,210000,450,650,37.296400613878774,2.7130522632092875,314.0692113474273,58.983915968289814,439.3320645469756,554.8739752020261,1.4904514347297215,73.29475078662858,126.95898126600285,0.6153838939756827,3.544451881329811,218424554220.90482,Safe
Steel,210000,250,400,21.895363896249705,2.3761104235542834,699.8702338659143,97.2933906860651,643.8796323507784,133.99115369042036,4.419010072424929,145.78447972553803,252.54479055517584,10.353414846841293,0.9899234090333776,206367500.13240048,Failure
Chromoly,210000,450,650,30.445714063131618,1.4995465047146297,574.9708324269745,85.1411849123555,720.6615528070867,473.7344252284943,5.284823284503799,289.5475689287512,501.5389450230144,9.981017863005137,0.8972383988632241,222508.26204527772,Failure
Chromoly,210000,450,650,29.06902695500923,2.2430057676514883,276.75444427165377,57.95696527701883,133.37184949024717,75.76104001165703,0.7055497582141967,17.797389840950512,30.83405675407668,0.14886906906849853,14.59425217995371,3.102560126403453e+17,Safe
Chromoly,210000,450,650,33.52720237557212,1.8842140756296415,287.3675144446212,78.33220977344678,102.55886457542645,79.92717279244758,0.5475396789969669,16.365891771193823,28.351843680779652,0.1279696989701761,15.871983672972387,7.193551365945046e+17,Safe
Steel,210000,250,400,35.21579393912367,1.1704491014920848,233.65360766274745,87.593344179958,212.36112820898114,453.07694903254435,1.696347727262769,102.64866752244197,177.8007998519981,0.5051847830179447,1.4060679153755253,7379209018.625885,Risk
Steel,210000,250,400,36.44414792854384,1.5200504397482735,565.0746027565149,69.67754235819328,382.3934821671016,346.33171518129194,2.2928593631853684,139.9846639022216,242.4713912764002,3.893621049693881,1.0310494722035795,326760373.36184657,Risk
Steel,210000,250,400,40.11593689330539,1.2436492886211903,212.45421032693494,109.33443472961591,531.4436952260221,680.8067024523766,3.4992047998496365,101.03077810131371,175.02542331187766,0.3608750764438355,1.4283639214774255,8266158634.049096,Risk
Steel,210000,250,400,20.025464832608716,1.7580479105521443,592.8636335107931,84.89522047831794,218.65604517923,733.4041813904491,2.1672238371625947,1025.0023119240018,1775.3574049209942,57.11383310747535,0.14081671628881134,0.7398731056497779,Failure
Chromoly,210000,450,650,27.42333415210804,2.792025557854802,438.6194537670565,73.84377371616226,655.6053362029669,401.8518697399669,3.0344901514790394,145.6323233841092,252.2608351949242,3.24341669828695,1.783867874901314,222382157.4356542,Risk
Al6061,69000,150,310,44.804840590781666,2.4309854041553693,346.33858612622544,66.96631526144347,559.8708077395028,104.28033252255989,1.7300458835513117,11.102863644534882,19.308386832840178,0.09436289911992474,7.768644853586438,3.3215819909245825e+19,Safe
Chromoly,210000,450,650,38.779046495034464,1.7183129592526631,475.0374442389241,67.08575693273602,646.3170287842975,30.66406709108931,3.230572184604823,8.205176903032537,14.574339802204362,0.1515779244800349,30.87618417761453,6.878310476983434e+20,Safe
Al6061,69000,150,310,30.88153391158255,2.215411717311919,201.9403080399694,86.19418532053814,53.17540596266713,66.34872980448542,0.26652475040528806,10.03499410005937,17.38316298051818,0.042068180874273726,8.629039500354994,9.573997302234399e+19,Safe
Al6061,69000,150,310,26.85917707800552,1.23922674389694,373.28991996160073,78.85098797585668,640.8860744950114,43.409674753920136,6.425425633208438,26.52986813208346,46.39814440131313,0.4369425717511036,3.23288790824477,4695545966289260.0,Safe
Chromoly,210000,450,650,21.36976415536751,2.0630800187134,464.47423914558595,82.72000409402526,711.9819801294434,213.27001506263449,5.689778567342466,179.48623682097192,310.9313448409591,5.752334508308877,1.4472648302157323,26393994.63102389,Risk
Steel,210000,250,400,31.50575597311613,1.069951774041307,546.2086700394241,106.38502195659402,743.5520583046247,217.26260384116364,7.267959905459875,157.61177589869337,273.0883354283137,4.738112658651314,0.9154546993297908,87998809.65307379,Failure
Chromoly,210000,450,650,33.344497997125956,2.4707477694888493,309.72168968659184,75.2626424867063,279.25845454564035,57.29069158720767,1.165302449192665,10.29487058594093,17.869275613239328,0.0940219802999454,25.18288987979991,7.345107940310309e+19,Safe
Steel,210000,250,400,37.64142186754461,1.5232430673127773,516.665100657239,78.86615496623098,523.8465570372874,467.8857701289992,3.030813181215625,161.1412012792489,279.1212032033712,3.627841271963129,0.8956682513934525,78505863.38968793,Failure
Steel,210000,250,400,22.58385548957055,1.1250127238083003,479.53504955557077,83.31359135347276,722.8374703860209,515.038807416109,9.530749451901695,637.0890608571259,1103.5117804430358,20.59359745277242,0.22654946184591745,71.32914109767282,Failure
Steel,210000,250,400,38.72284947422194,1.5394089074004147,381.93097045249704,93.45560259810512,803.3445354690969,167.07594934492417,4.467333793707518,39.68531099899844,68.88199183012989,0.47459338326375844,3.629395628055092,92241376219380.67,Safe
Chromoly,210000,450,650,28.292611217043678,2.1302009517931833,325.7307254809687,90.67233724354891,583.0686072522807,726.3007005535101,3.330208772770039,221.93961315261862,384.4251109767314,2.6422182764934043,1.1705790988956435,3276000.223592995,Risk
Al6061,69000,150,310,29.977638079526777,2.5582552534754894,425.21822131060117,64.45822391642542,561.2708288577769,201.43160425675947,2.5469536904415384,61.45622838787432,106.47577656955107,1.1767431284081256,1.4087711292907872,1198152308073.7656,Risk
Chromoly,210000,450,650,41.185376385650926,2.687253361764631,261.17251164998,99.79538339773646,962.8155638801163,85.4807748807029,2.9624092728697766,7.598203071174194,13.48977162269205,0.03994958154027644,33.358607735287734,1.4895414535094456e+21,Safe
Chromoly,210000,450,650,32.45633836162439,1.1140691778286314,628.9347058534372,65.16732194093913,570.3616900457504,393.6001195149675,5.199455662678883,297.8643897288237,515.9424564278094,11.524434680354435,0.8721902886527889,167855.09656206163,Failure
Chromoly,210000,450,650,29.71328218227496,2.656491831401187,272.0249537203461,95.9604593091075,737.6949953677206,383.0172232263061,3.266947858910719,74.19660818526611,128.5538134280992,0.5865977075838217,3.5004795890530875,188051358923.71582,Safe
Chromoly,210000,450,650,39.6280873695642,1.4243191724062636,283.7095298882557,91.47842658777213,515.5254335962978,546.1983782952315,3.0156900420510344,98.31242395526004,170.30881509277813,0.6339318712069175,2.6422590031811106,11316702008.856636,Safe
Chromoly,210000,450,650,43.35970820162103,2.2945351376625793,523.9511731859025,93.68539577602326,200.62245888498487,906.5635345664435,0.6777371719336549,164.51900101835002,284.9560745376413,3.3067456686402217,1.5791907602957844,68125347.51244448,Risk
Al6061,69000,150,310,44.09439505366578,1.4096401621601062,610.064857853899,57.425693204744604,562.6156772646445,409.083062209259,2.9763287552270032,127.6676852705656,221.1469468925397,3.420889602496767,0.6782820296989603,789390368.8175564,Failure
Steel,210000,250,400,30.29017903606567,2.362049165710594,360.40704642758413,86.42741051500956,71.4528549359542,804.0355751640222,0.34477750674504815,215.66044907224037,373.5350140932578,2.9359229777278006,0.6692813004608567,4555645.89436089,Failure
Al6061,69000,150,310,21.206978193100632,1.2346891941583853,435.73394566309423,97.18093651833479,400.3027806296332,470.1312730864414,5.1671758912244545,560.1852650199072,970.2830994833218,15.921542007251471,0.15459405618821492,277.76885403561533,Failure
Al6061,69000,150,310,31.52770033524322,2.203521790211795,259.3398275889299,93.40388898014389,217.33987161117417,41.865824901197136,1.0706470601962432,7.799935318643846,13.55224180911003,0.05282342892067157,11.068279485624855,1.1589502578878685e+21,Safe
Al6061,69000,150,310,42.45287474631031,1.826191378017299,441.01174508106925,61.54239949709407,255.707992219826,222.8323109810136,1.09707614588939,43.290092933815174,74.98866590842206,0.6296093539917754,2.000302288124229,41755921325351.38,Safe
Chromoly,210000,450,650,41.750060958624914,2.0547088142361725,663.2284861466414,57.088146870462026,348.0131819991616,63.683112881015475,1.3581754585723553,17.423017699470137,30.20809954042818,0.5827496918000573,14.896667014677798,3.799112391489233e+17,Safe
Al6061,69000,150,310,20.574288720876726,1.6335564750315466,239.6489119004242,107.6043687515532,3.9380957945313533,509.6574997165002,0.04051403372814582,286.1184846525503,495.57175405888694,2.5354873923149,0.30268068906561624,271627.1763319485,Failure
Al6061,69000,150,310,23.661516609961048,1.1623234257939021,416.1098267268924,59.210029509376135,492.95582673785424,96.94132613523637,6.000178855315573,91.55546823229452,158.69219714907172,2.126900144066097,0.9452260583366524,19873458956.44923,Failure
Chromoly,210000,450,650,39.859888313469085,2.922158257518442,520.1615780529521,102.80977598095348,978.1352408972197,679.8994247917293,2.884530250182884,121.11704196808367,209.80070085693194,2.6099678861916673,2.144892739452122,1408094164.6823678,Safe
Steel,210000,250,400,36.06214616866834,2.0322656552228193,514.247178982121,71.84211256739441,636.8990965785629,144.6094411539928,2.9314322284160204,42.48370213305946,73.64229854982365,0.9890177089510857,3.394788116653628,48510039515243.04,Safe
Steel,210000,250,400,38.38916707401516,1.868712742897344,347.8382634407452,65.50724393956581,373.1196381747596,73.3331707242798,1.7402815506168339,13.661863859795377,23.726949914520542,0.13669273041915894,10.5365418185084,4.226339469830982e+18,Safe
Chromoly,210000,450,650,27.61262690399394,1.8901861528167938,551.8649266016448,77.96657823351103,336.2890131939419,417.00128804872276,2.2016387139192437,250.154371614907,433.28567496188197,8.759017732072156,1.0385757619140963,1007358.1754466209,Risk
Chromoly,210000,450,650,40.73232583022583,2.819463484658876,693.492458053102,56.603260405161826,511.4008840818427,336.8859225540836,1.5228549994428673,78.42463646738288,135.8439910429343,2.9395864441464363,3.3126235216232334,110991069173.01596,Safe
Steel,210000,250,400,30.171413693005515,1.026112125538207,482.21201796759937,102.53268331122175,297.10523261885413,502.55313270426416,3.1622562161026893,366.0052634740771,633.9475992040368,8.954826531531179,0.3943543603822959,21411.963526474923,Failure
Steel,210000,250,400,21.438692533356623,2.3542823660423897,321.06610962236505,71.17504218374145,604.6620192747973,198.52797435764268,4.283763890755379,104.7298487046887,181.44799327133023,1.598639567752258,1.3778052625038393,5656320651.597337,Risk
Chromoly,210000,450,650,31.21848348608151,2.32903527461532,522.9490081812614,83.39781541377168,651.2250166512264,299.12043259915663,3.080816912252614,110.00692248870897,190.56248429099912,3.059259704674857,2.361430171705916,3674232008.2932534,Safe
Chromoly,210000,450,650,36.75656574254178,1.0656605177765908,446.9584048669336,72.18059172934409,647.0507019437132,421.52990896969925,5.41516882977687,181.8285109270686,314.9827712928444,3.1372614843651974,1.4286495675715163,23283454.944573943,Risk
Steel,210000,250,400,29.75741587345897,1.6425578748787397,558.4231293472533,78.4789597608963,447.6508446452008,632.1515406309679,3.085552644305127,365.1587666980331,632.4810632140748,12.147943390057378,0.3952687511774292,21955.930238121637,Failure
Steel,210000,250,400,28.115327658496966,2.6590296420344286,699.061535914177,93.14540362462975,690.4265497946086,149.48721943671717,3.2467525135805055,84.36280114660316,146.1567242852287,4.655090216832987,1.710492631951154,50477178859.30154,Risk
Chromoly,210000,450,650,29.101822906633203,1.141449025499271,518.0052800945596,103.33531971886948,447.4321997683688,510.0570798435071,4.462496273069268,391.7190101921933,678.4919032021252,11.466008892529702,0.6632356228220802,10973.236365552766,Failure
Chromoly,210000,450,650,27.00930078230076,2.0094185604672936,365.12685948159384,64.49174729386641,166.83842210744464,141.75033637580785,1.0571529573515759,56.326182159157824,97.56553675481483,0.8826204459764613,4.612284367694955,3060749435098.557,Safe
Chromoly,210000,450,650,37.401145991165855,2.2740894692396454,369.48462172519424,69.0222872489108,551.2789474343342,388.8613277429871,2.1967074776972373,69.12528608108744,119.74865782596109,0.8010031302095754,3.757870928741563,388086492286.91797,Safe
Al6061,69000,150,310,21.850935024270328,1.8487154314045577,578.20915502251,67.64035313833368,80.32728769954628,55.63648830173452,0.6914566744706605,59.98269653143599,103.89537892456863,2.9135020884380713,1.4437600743427175,1621968300742.8423,Risk
Al6061,69000,150,310,31.251281415957195,1.4469492866649407,297.04031388538004,56.77172517137846,107.04823096805494,27.850654038885224,0.7901270272508062,8.572645181081642,14.869264841321481,0.07683644367101188,10.087923081654452,4.547451723582541e+20,Safe
Al6061,69000,150,310,21.74314675847824,2.117200221194251,264.91101994186135,105.1192773205868,528.965923081461,768.0720666518463,4.052147822699446,347.90109277687696,602.5959931562875,3.564699222305261,0.2489229960098597,33751.977255179736,Failure
Chromoly,210000,450,650,39.10164555185747,1.9073259096121098,668.7634518684782,105.6298414241312,373.05859025729063,428.9733062723816,1.6738851043426357,145.14853166167467,251.4102038938815,5.270503668080005,1.7899034845456865,234787580.75376382,Risk
Steel,210000,250,400,37.89661040598742,1.5037707476129758,291.9995917857526,95.18458414029831,540.1859451019418,217.0514157835621,3.141925124876334,42.119675159401304,73.02104354287736,0.3008420787644382,3.423670600560536,52589878676964.164,Safe
Chromoly,210000,450,650,25.729553156186423,1.3889923954225083,435.22524377203564,80.87447621873602,603.1927202246353,329.402226157794,5.679051034215037,233.71114440312462,404.8394109709475,5.462164542739092,1.1115518593427984,1884060.0139119197,Risk
Chromoly,210000,450,650,31.46328269313313,1.2087765067852096,360.86628604466534,70.75300813437563,602.9879129298295,460.64693719762556,5.248348370070644,198.61851227512494,344.05738680598836,2.609743101806258,1.3079213446847224,9651477.91791504,Risk
Chromoly,210000,450,650,23.309436218533165,1.6459406795734612,677.3990466533912,91.85784591012168,526.8445552226444,238.0443677049733,4.703161698281444,284.344478376532,492.52153950830046,17.770172276034877,0.9136656245516672,269162.04173127626,Failure
Chromoly,210000,450,650,36.122191963362766,1.111225847011965,521.9208020532546,58.60113746289469,88.45895501751885,321.0117431207237,0.7237448765209,161.42018438521885,279.58889746826577,3.8644029282042616,1.6095059713559492,82334764.47854121,Risk
Steel,210000,250,400,31.58268739347037,1.2138482042658778,512.2554323632596,68.22582540539503,109.70700360281963,278.1841313138664,0.9473095351336921,168.28131134766045,291.4733206350455,4.438634634111302,0.8577114346359872,53622078.311813034,Failure
Al6061,69000,150,310,30.23091186860889,2.808654153152496,458.3161424851437,90.55820951058358,545.2013735782488,321.4744720949606,2.253230366038163,96.9020467982918,167.8543924601839,2.137477034776033,0.8936316637384447,12734696119.797201,Failure
Steel,210000,250,400,37.76576442410709,1.8350167238488102,345.4641548010847,78.68948300532686,398.04646931166167,427.1499999872693,1.9216647421717152,83.14224373621283,144.01941145504233,0.8341014778490059,1.735877111801981,60376524035.054695,Risk
